key,title,category_primary,content_format,content_purpose,series_name,classification_method,classification_confidence,matched_rule,classification_reason,signal_sources,manual_override,needs_review,review_reason,analysis_date
n78f27fb53375,日記続いてますか？,暮らし・人生,エッセイ,通常記事,,multi_signal_rule_v2,0.82,日記,theme:暮らし・人生←title「日記」,title,false,false,,2026-09-11
n795fd5c1a802,月曜日の「行きたくない」が軽くなった理由〜,暮らし・人生,エッセイ,通常記事,,manual_override_v1,1.0,,manual:Phase4監査: 月曜日の出勤への重さが軽くなった体験。,manual_override,true,false,,2026-09-11
n79b0b5a52814,ハッピーライティングマラソン＃６０｜「直感が当たったとき、外れた時」,暮らし・人生,エッセイ,お題・参加企画,ハッピーライティングマラソン,manual_override_v1,1.0,ハッピーライティングマラソン,manual:Phase4監査: ハッピーライティングマラソンの問いへの回答・振り返り。 / purpose:お題・参加企画←title「ハッピーライティングマラソン」 / series:ハッピーライティングマラソン←title「ハッピーライティングマラソン」,"title,manual_override",true,false,,2026-09-11
n7a8c86ee84ca,ハッピーライティングマラソン＃５５｜書くことは、あなたにとってどんな時間ですか？,暮らし・人生,エッセイ,お題・参加企画,ハッピーライティングマラソン,manual_override_v1,1.0,ハッピーライティングマラソン,manual:Phase4監査: ハッピーライティングマラソンの問いへの回答・振り返り。 / purpose:お題・参加企画←title「ハッピーライティングマラソン」 / series:ハッピーライティングマラソン←title「ハッピーライティングマラソン」,"title,manual_override",true,false,,2026-09-11
n7b0d29c7b80b,文字を書くって素敵なこと,暮らし・人生,エッセイ,通常記事,,manual_override_v1,1.0,,manual:Phase4監査: 文字を書くことの価値を綴る短い内省。,manual_override,true,false,,2026-09-11
n7b98392a729b,マガジン掲載ありがとうございます。沢山のフォローとスキにも感謝です❤️,note運営・交流,エッセイ,活動報告,マガジン感謝報告,multi_signal_rule_v2,0.82,マガジン / 掲載 / マガジン掲載,theme:note運営・交流←title「マガジン」 / purpose:活動報告←title「掲載」 / series:マガジン感謝報告←title「マガジン掲載」,title,false,false,,2026-09-11
n7c04813cd399,🌱 スキのタネ研究所だよりVol.003,研究,研究レポート,通常記事,スキのタネ研究所,multi_signal_rule_v2,0.82,スキのタネ研究所 / 研究所だより,theme:研究←title「スキのタネ研究所」 / format:研究レポート←title「研究所だより」 / series:スキのタネ研究所←title「スキのタネ研究所」,title,false,false,,2026-09-11
n7f69dd99b56d,🔥AITSU〜あいつ〜🔥クロノアルデビュー曲,創作・表現,エッセイ,通常記事,,multi_signal_rule_v2,0.82,デビュー曲,theme:創作・表現←title「デビュー曲」,title,false,false,,2026-09-11
n7ffcf137dd37,✨本田健さんの心が動いた5作品に選ばれました♪✨,暮らし・人生,エッセイ,活動報告,,multi_signal_rule_v2,0.82,心 / 選ばれ,theme:暮らし・人生←title「心」 / purpose:活動報告←title「選ばれ」,title,false,false,,2026-09-11
n83325f5b33aa,雨上がりのご褒美！気のおけない友達と過ごす成田山の春🌸,旅行・おでかけ,エッセイ,通常記事,,manual_override_v1,1.0,成田山,manual:Phase4監査: 友人と成田山で過ごした春の外出記。 / theme:旅行・おでかけ←title「成田山」,"title,manual_override",true,false,,2026-09-11
n840c1b5a3ead,📖 時を超える光の約束🌟第３話,創作・表現,物語,通常記事,時を超える光の約束,manual_override_v1,1.0,第３話 / 時を超える光の約束,manual:Phase4監査: 連載物語『時を超える光の約束』の第３話。 / theme:創作・表現←title「第３話」 / format:物語←title「第３話」 / series:時を超える光の約束←title「時を超える光の約束」,"title,manual_override",true,false,,2026-09-11
n866b2ed35bcc,「地球での冒険は楽しかった？」父の命日に見つけた、あの日のメモ,暮らし・人生,エッセイ,通常記事,,manual_override_v1,1.0,父,manual:Phase4監査: 父の命日に見つけたメモから家族の記憶を辿る。 / theme:家族・人間関係←title「父」,"title,manual_override",true,false,,2026-09-11
n86ccdc64fe36,✨ハッピーライティングマラソン過去お題チャレンジ|＃１〜１０✨,暮らし・人生,エッセイ,お題・参加企画,ハッピーライティングマラソン,manual_override_v1,1.0,ハッピーライティングマラソン,manual:Phase4監査: 過去のライティング企画のお題をまとめて回答。 / purpose:お題・参加企画←title「ハッピーライティングマラソン」 / series:ハッピーライティングマラソン←title「ハッピーライティングマラソン」,"title,manual_override",true,false,,2026-09-11
n86e207daeadb,  🌻夏になると思い出す風,暮らし・人生,エッセイ,お題・参加企画,,manual_override_v1,1.0,思い出 / お題,manual:Phase4監査: 『風』のお題から、台風と故郷の夏の記憶を綴る参加作品。 / theme:暮らし・人生←title「思い出」 / purpose:お題・参加企画←body「お題」,"title,body,manual_override",true,false,,2026-09-11
n883747279652,✨未来が不安なあなたへ❤️タロットは「自分を知る」ための鏡だった✨,タロット・占星術,エッセイ,通常記事,,manual_override_v1,1.0,タロット,manual:Phase4監査: 天体、新月、タロットを起点にした解釈と行動のヒント。 / theme:タロット・占星術←title「タロット」,"title,manual_override",true,false,,2026-09-11
n8897f780eb77,🎵わたしのまま🎵〜このままでいいのかな？って思う人がいたら聞いてみて✨,創作・表現,音楽,通常記事,,multi_signal_rule_v2,0.82,🎵,theme:創作・表現←title「🎵」 / format:音楽←title「🎵」,title,false,false,,2026-09-11
n8cfa3c7a1e50,桜,花・自然,エッセイ,通常記事,,manual_override_v1,1.0,桜,manual:Phase4監査: 都内で見た開花途中の桜を記録。 / theme:花・自然←title「桜」,"title,manual_override",true,false,,2026-09-11
n8da1396072c5,ハッピーライティングマラソン＃４１｜もし１０年前のあなたに、今のあなたがアドバイスするとしたら？,暮らし・人生,エッセイ,お題・参加企画,ハッピーライティングマラソン,manual_override_v1,1.0,ハッピーライティングマラソン,manual:Phase4監査: ハッピーライティングマラソンの問いへの回答・振り返り。 / purpose:お題・参加企画←title「ハッピーライティングマラソン」 / series:ハッピーライティングマラソン←title「ハッピーライティングマラソン」,"title,manual_override",true,false,,2026-09-11
n8da60030d801,「今日は最悪…」と思った朝が☀️最後には幸せな一日になった話✨,暮らし・人生,エッセイ,通常記事,,manual_override_v1,1.0,朝,manual:Phase4監査: 最悪だと思った朝が、出来事の受け止め方で変わった体験。 / theme:仕事・暮らし←title「朝」,"title,manual_override",true,false,,2026-09-11
n8ddb555f02f5,ハッピーライティングマラソン＃49｜もし明日、素敵な偶然が起きるとしたら何が起きそう？,暮らし・人生,エッセイ,お題・参加企画,ハッピーライティングマラソン,manual_override_v1,1.0,ハッピーライティングマラソン,manual:Phase4監査: ハッピーライティングマラソンの問いへの回答・振り返り。 / purpose:お題・参加企画←title「ハッピーライティングマラソン」 / series:ハッピーライティングマラソン←title「ハッピーライティングマラソン」,"title,manual_override",true,false,,2026-09-11
n8e86a8646504,✨ 「気合いじゃなく設計」私のnote生活を変えた、はしゃもさんツール 🧰,仕事・暮らし,エッセイ,通常記事,,multi_signal_rule_v2,0.82,生活,theme:仕事・暮らし←title「生活」,title,false,false,,2026-09-11
n8f03da2f7293,あるに目を向ける,暮らし・人生,エッセイ,通常記事,,manual_override_v1,1.0,,manual:Phase4監査: 不足ではなく『あるもの』へ目を向ける内省。,manual_override,true,false,,2026-09-11
n8f6e8078e1e8,空の景色,花・自然,写真,通常記事,,manual_override_v1,1.0,空 / 写真,manual:Phase4監査: 飛行機から見た空と雲の写真、そこから得る心の余白。 / theme:花・自然←title「空」 / format:写真←body「写真」,"title,body,manual_override",true,false,,2026-09-11
n8fe2c3119557,🌱 スキのタネ研究所だよりVol.005,研究,研究レポート,通常記事,スキのタネ研究所,multi_signal_rule_v2,0.82,スキのタネ研究所 / 研究所だより,theme:研究←title「スキのタネ研究所」 / format:研究レポート←title「研究所だより」 / series:スキのタネ研究所←title「スキのタネ研究所」,title,false,false,,2026-09-11
n92b389bf6a52,✨パパへ贈る歌『一緒に育てよう ～すべてのパパへ～』🎶：昭和と令和の家族の形,創作・表現,音楽,通常記事,,manual_override_v1,1.0,歌,manual:Phase4監査: 楽曲の公開・制作背景を扱う音楽作品。 / theme:創作・表現←title「歌」 / format:音楽←title「歌」,"title,manual_override",true,false,,2026-09-11
n930ee3735e2b,✨一人のご縁が、みんなの未来につながる「note版ペイ・フォワードプロジェクト」🌸,note運営・交流,エッセイ,活動報告,,manual_override_v1,1.0,ペイ・フォワード / 受賞,manual:Phase4監査: 企画告知、受賞・節目の報告、note上の交流や感謝。 / theme:note運営・交流←title「ペイ・フォワード」 / purpose:活動報告←body「受賞」,"title,body,manual_override",true,false,,2026-09-11
n9421f69f316d,〜私の作品紹介〜,アート・文化,解説・紹介,通常記事,,multi_signal_rule_v2,0.82,作品紹介,theme:アート・文化←title「作品紹介」 / format:解説・紹介←title「作品紹介」,title,false,false,,2026-09-11
n943380c51f10,✨ クリエイター図鑑が200体超え❣️AIでストーリー化＆対戦も可能に✨,AI,解説・紹介,通常記事,,multi_signal_rule_v2,0.82,AI / 図鑑,theme:AI←title「AI」 / format:解説・紹介←title「図鑑」,title,false,false,,2026-09-11
n944f7a4c1b1e,少し早い朝がくれた、小さな気づき,仕事・暮らし,エッセイ,通常記事,,multi_signal_rule_v2,0.82,朝,theme:仕事・暮らし←title「朝」,title,false,false,,2026-09-11
n95dd8a939562,📕ハッピーライティングマラソンお題#66｜何度も読み返した本は、ありますか？,要確認,エッセイ,お題・参加企画,ハッピーライティングマラソン,multi_signal_rule_v2,0.35,ハッピーライティングマラソン,purpose:お題・参加企画←title「ハッピーライティングマラソン」 / series:ハッピーライティングマラソン←title「ハッピーライティングマラソン」,title,false,true,主テーマを特定する材料不足,2026-09-11
n96c1bb258c1f,桜第２弾,花・自然,写真,通常記事,,manual_override_v1,1.0,桜 / 写真,manual:Phase4監査: 花・植物・空・昆虫などの観察、写真、作品を扱う記事。 / theme:花・自然←title「桜」 / format:写真←body「写真」,"title,body,manual_override",true,false,,2026-09-11
n9771ade50c7b,マガジン追加❤️スキ❤️フォロー❤️コメントありがとうございます🌟,note運営・交流,エッセイ,活動報告,マガジン感謝報告,multi_signal_rule_v2,0.82,マガジン / マガジン追加,theme:note運営・交流←title「マガジン」 / purpose:活動報告←title「マガジン追加」 / series:マガジン感謝報告←title「マガジン追加」,title,false,false,,2026-09-11
n97edc6bdc89b,✨心はどこにある？日常に隠されたこころの在処❤️,暮らし・人生,エッセイ,通常記事,,multi_signal_rule_v2,0.82,心,theme:暮らし・人生←title「心」,title,false,false,,2026-09-11
n99c66299e51f,今日は３９サンキューの日ですね！,暮らし・人生,エッセイ,活動報告,,manual_override_v1,1.0,感謝,manual:Phase4監査: サンキューの日をきっかけに、感謝を伝えることを振り返る。 / purpose:活動報告←body「感謝」,"body,manual_override",true,false,,2026-09-11
n99cda2d9a3dc,✨キャラが空を飛んだ日✈️65歳の元少年パイロットの夢の物語✨,花・自然,エッセイ,通常記事,,multi_signal_rule_v2,0.82,空,theme:花・自然←title「空」,title,false,false,,2026-09-11
n99d0a8523d8c,今日のワクワク〜花が満開ですね🌸,花・自然,写真,通常記事,,manual_override_v1,1.0,花 / 写真,manual:Phase4監査: 花・植物・空・昆虫などの観察、写真、作品を扱う記事。 / theme:花・自然←title「花」 / format:写真←body「写真」,"title,body,manual_override",true,false,,2026-09-11
n9a4ace9d9267,ランディさんのホワイトセージが届きました〜⭐️,花・自然,エッセイ,通常記事,,manual_override_v1,1.0,植物,manual:Phase4監査: 届いたホワイトセージの紹介と植物・香りの体験。 / theme:花・自然←body「植物」,"body,manual_override",true,false,,2026-09-11
n9d60983fa3f4,【AI擬人化への道】フォロワー愛から始まった忘れっぽい天才絵師とのキャラ創作大苦戦🔥,AI,エッセイ,活動報告,,multi_signal_rule_v2,0.82,AI擬人化 / フォロワー,theme:AI←title「AI擬人化」 / purpose:活動報告←title「フォロワー」,title,false,false,,2026-09-11
n9f1eb3168b84,小さな黄色い花を輪にして〜ミモザリース,花・自然,写真,通常記事,,manual_override_v1,1.0,花 / 写真,manual:Phase4監査: 花・植物・空・昆虫などの観察、写真、作品を扱う記事。 / theme:花・自然←title「花」 / format:写真←body「写真」,"title,body,manual_override",true,false,,2026-09-11
na05a954f97a6,📖 時を超える光の約束 🌟 第４話,創作・表現,物語,通常記事,時を超える光の約束,manual_override_v1,1.0,第４話 / 時を超える光の約束,manual:Phase4監査: 連載物語『時を超える光の約束』の第４話。 / theme:創作・表現←title「第４話」 / format:物語←title「第４話」 / series:時を超える光の約束←title「時を超える光の約束」,"title,manual_override",true,false,,2026-09-11
na149d5c9eb12,マガジンへ掲載頂きありがとうございます！,note運営・交流,エッセイ,活動報告,,multi_signal_rule_v2,0.82,マガジン / 掲載,theme:note運営・交流←title「マガジン」 / purpose:活動報告←title「掲載」,title,false,false,,2026-09-11
na164488abc51,🌸花金だー！疲れた心をゆるめる夜に,花・自然,エッセイ,通常記事,,multi_signal_rule_v2,0.82,花,theme:花・自然←title「花」,title,false,false,,2026-09-11
na16ae9e45de5,「初期記事発掘レイド」発掘隊から作ってみた｜note Research Team、始動します⁉️今から⁉️,研究,研究レポート,告知,,manual_override_v1,1.0,初期記事発掘 / 始動,manual:Phase4監査: NRTの初期記事発掘・事例観察として対象記事を分析。 / theme:研究←title「初期記事発掘」 / format:研究レポート←title「初期記事発掘」 / purpose:告知←title「始動」,"title,manual_override",true,false,,2026-09-11
na35c89b47597,庭のクリスマスローズのその後。。。。,花・自然,写真,通常記事,,manual_override_v1,1.0,クリスマスローズ / 写真,manual:Phase4監査: 花・植物・空・昆虫などの観察、写真、作品を扱う記事。 / theme:花・自然←title「クリスマスローズ」 / format:写真←body「写真」,"title,body,manual_override",true,false,,2026-09-11
na39d2685031f,noteを毎日続けて思ったこと,暮らし・人生,エッセイ,通常記事,,manual_override_v1,1.0,,manual:Phase4監査: noteを毎日続けて感じたことを振り返るエッセイ。,manual_override,true,false,,2026-09-11
na48b674e31e9,🗼 東京タワーの昼と夜：同じ場所から生まれる二つの音と物語,旅行・おでかけ,エッセイ,通常記事,,multi_signal_rule_v2,0.82,東京タワー,theme:旅行・おでかけ←title「東京タワー」,title,false,false,,2026-09-11
na49a6c116843,🎆 花火より大切な時間2026年✨東京の夏に感じたこと,旅行・おでかけ,エッセイ,通常記事,,manual_override_v1,1.0,花,manual:Phase4監査: 東京の花火と、そこで過ごした時間を振り返る外出記。 / theme:花・自然←title「花」,"title,manual_override",true,false,,2026-09-11
na5e2199d25d1,💦惜しい失敗作品あれこれ【PolloAIxしろねんコンテスト】💦,AI,エッセイ,お題・参加企画,,multi_signal_rule_v2,0.82,PolloAI / コンテスト,theme:AI←title「PolloAI」 / purpose:お題・参加企画←title「コンテスト」,title,false,false,,2026-09-11
na83909144099,📕物語作ったら🎤主題歌作りたくなりました〜,創作・表現,音楽,通常記事,,multi_signal_rule_v2,0.82,物語 / 主題歌,theme:創作・表現←title「物語」 / format:音楽←title「主題歌」,title,false,false,,2026-09-11
na9255bda98a3,📕 小説が紡ぐ「自分の意思」の物語✨そして生まれた2つの歌🎶,創作・表現,物語,通常記事,,multi_signal_rule_v2,0.82,小説,theme:創作・表現←title「小説」 / format:物語←title「小説」,title,false,false,,2026-09-11
na9be34788a11,✨ 忘れられない群馬の思い出：奥四万湖の静寂と榛名神社⛩️の神秘に触れる旅✨,旅行・おでかけ,エッセイ,通常記事,,multi_signal_rule_v2,0.82,旅,theme:旅行・おでかけ←title「旅」,title,false,false,,2026-09-11
naaa24e5d67fb,✨零式360度分析使ってみたら、新しいキャラクターが増えた✨,研究,研究レポート,活動報告,,multi_signal_rule_v2,0.82,分析 / 使ってみた,theme:研究←title「分析」 / format:研究レポート←title「分析」 / purpose:活動報告←title「使ってみた」,title,false,false,,2026-09-11
naab7527cad75,✨変身ワクワクどこいった？？？🤔,暮らし・人生,エッセイ,通常記事,,manual_override_v1,1.0,ワクワク,manual:Phase4監査: 美容院が変身の場から保守的な習慣になった気づき。 / theme:暮らし・人生←title「ワクワク」,"title,manual_override",true,false,,2026-09-11
naccb46c1bcec,ハッピーライティングマラソン＃４５｜「あなたにとってお金を一言で表すなら、どんな存在？」,暮らし・人生,エッセイ,お題・参加企画,ハッピーライティングマラソン,manual_override_v1,1.0,ハッピーライティングマラソン,manual:Phase4監査: ハッピーライティングマラソンの問いへの回答・振り返り。 / purpose:お題・参加企画←title「ハッピーライティングマラソン」 / series:ハッピーライティングマラソン←title「ハッピーライティングマラソン」,"title,manual_override",true,false,,2026-09-11
nad08b305d53b,今日はたこ焼きの日,暮らし・人生,エッセイ,通常記事,,manual_override_v1,1.0,たこ焼き,manual:Phase4監査: たこ焼きの日にまつわる食と日常の話。 / theme:仕事・暮らし←title「たこ焼き」,"title,manual_override",true,false,,2026-09-11
nad9868a01d04,「テレビ見て全部食べたくなる、行きたくなる私、もしかして壊れてる？」って悩んだ話,暮らし・人生,エッセイ,通常記事,,multi_signal_rule_v2,0.82,私,theme:暮らし・人生←title「私」,title,false,false,,2026-09-11
nb1821f28e6e0,さぁ‼️家に帰ろう❣️,旅行・おでかけ,エッセイ,通常記事,,manual_override_v1,1.0,家,manual:Phase4監査: 大阪出張を終え、土産を買って帰る短い外出記。 / theme:仕事・暮らし←title「家」,"title,manual_override",true,false,,2026-09-11
nb2c809f90ad4,ハッピーライティングマラソン＃５３|「いまのあなたに、ごほうびをあげるなら何をあげますか？」,暮らし・人生,エッセイ,お題・参加企画,ハッピーライティングマラソン,manual_override_v1,1.0,ハッピーライティングマラソン,manual:Phase4監査: ハッピーライティングマラソンの問いへの回答・振り返り。 / purpose:お題・参加企画←title「ハッピーライティングマラソン」 / series:ハッピーライティングマラソン←title「ハッピーライティングマラソン」,"title,manual_override",true,false,,2026-09-11
nb2ee5070482b,お花好きの矛盾？庭を放置しがちな私が見つけた春のサプライズ,花・自然,エッセイ,通常記事,,multi_signal_rule_v2,0.82,花,theme:花・自然←title「花」,title,false,false,,2026-09-11
nb344afe9e330,「自然」🍀の漢字を調べて気づいた、私が私らしく生きるということ✨,花・自然,エッセイ,通常記事,,multi_signal_rule_v2,0.82,自然,theme:花・自然←title「自然」,title,false,false,,2026-09-11
nb5a99eccbd28,ハッピーライティングマラソン#58| あなたが大切にしている朝の習慣は何ですか？,暮らし・人生,エッセイ,お題・参加企画,ハッピーライティングマラソン,manual_override_v1,1.0,朝 / ハッピーライティングマラソン,manual:Phase4監査: ハッピーライティングマラソンの問いへの回答・振り返り。 / theme:仕事・暮らし←title「朝」 / purpose:お題・参加企画←title「ハッピーライティングマラソン」 / series:ハッピーライティングマラソン←title「ハッピーライティングマラソン」,"title,manual_override",true,false,,2026-09-11
nb6b2da5ed57a,ありがとうございます！フォロワーさま４００人になりました❤️,note運営・交流,エッセイ,活動報告,,multi_signal_rule_v2,0.82,フォロワー,theme:note運営・交流←title「フォロワー」 / purpose:活動報告←title「フォロワー」,title,false,false,,2026-09-11
nb76250bb97e6,⭐️マガジン作ったら、物語作りたくなりました〜⭐️,創作・表現,エッセイ,通常記事,,multi_signal_rule_v2,0.82,物語,theme:創作・表現←title「物語」,title,false,false,,2026-09-11
nb87d04c75f02,✨ハッピーライティングマラソン過去お題チャレンジ|＃２１〜３０✨,暮らし・人生,エッセイ,お題・参加企画,ハッピーライティングマラソン,manual_override_v1,1.0,ハッピーライティングマラソン,manual:Phase4監査: 過去のライティング企画のお題をまとめて回答。 / purpose:お題・参加企画←title「ハッピーライティングマラソン」 / series:ハッピーライティングマラソン←title「ハッピーライティングマラソン」,"title,manual_override",true,false,,2026-09-11
nb8b95db7176c,✨きれいな夕日🌇誰に見せたいですか？,花・自然,写真,通常記事,,manual_override_v1,1.0,夕日 / 写真,manual:Phase4監査: 花・植物・空・昆虫などの観察、写真、作品を扱う記事。 / theme:花・自然←title「夕日」 / format:写真←body「写真」,"title,body,manual_override",true,false,,2026-09-11
nb94822e900b5,✨「アウトプット怖い」私がnote100日続けて見つけた変化と感謝😉,note運営・交流,エッセイ,活動報告,,multi_signal_rule_v2,0.82,note100日 / 感謝,theme:note運営・交流←title「note100日」 / purpose:活動報告←title「感謝」,title,false,false,,2026-09-11
nb955a3499fad,ハッピーライティングマラソン#39 あなたが一緒にいて楽しい人は、どんな人ですか？,暮らし・人生,エッセイ,お題・参加企画,ハッピーライティングマラソン,manual_override_v1,1.0,ハッピーライティングマラソン,manual:Phase4監査: ハッピーライティングマラソンの問いへの回答・振り返り。 / purpose:お題・参加企画←title「ハッピーライティングマラソン」 / series:ハッピーライティングマラソン←title「ハッピーライティングマラソン」,"title,manual_override",true,false,,2026-09-11
nb9f84c28d87f,ハッピーライティングマラソンお題#64｜あなたにしか伝えられないメッセージは何ですか？,暮らし・人生,エッセイ,お題・参加企画,ハッピーライティングマラソン,manual_override_v1,1.0,ハッピーライティングマラソン,manual:Phase4監査: ハッピーライティングマラソンの問いへの回答・振り返り。 / purpose:お題・参加企画←title「ハッピーライティングマラソン」 / series:ハッピーライティングマラソン←title「ハッピーライティングマラソン」,"title,manual_override",true,false,,2026-09-11
nbaea274de6ad,ハッピーライティングマラソン|#50 今日をひとことで表すと、どんな１日でしたか？」,暮らし・人生,エッセイ,お題・参加企画,ハッピーライティングマラソン,manual_override_v1,1.0,ハッピーライティングマラソン,manual:Phase4監査: ハッピーライティングマラソンの問いへの回答・振り返り。 / purpose:お題・参加企画←title「ハッピーライティングマラソン」 / series:ハッピーライティングマラソン←title「ハッピーライティングマラソン」,"title,manual_override",true,false,,2026-09-11
nbc2483908077,💖マガジン追加・記事のご紹介・スキ・フォロー・コメントありがとうございます💖,note運営・交流,エッセイ,活動報告,マガジン感謝報告,multi_signal_rule_v2,0.82,マガジン / マガジン追加,theme:note運営・交流←title「マガジン」 / purpose:活動報告←title「マガジン追加」 / series:マガジン感謝報告←title「マガジン追加」,title,false,false,,2026-09-11
nbddce81a354a,🌟1000人フォロワー感謝🌟発信しながら、私のほうがたくさん受け取っていました,note運営・交流,エッセイ,活動報告,,multi_signal_rule_v2,0.82,フォロワー,theme:note運営・交流←title「フォロワー」 / purpose:活動報告←title「フォロワー」,title,false,false,,2026-09-11
nbdfa14a7573d,✨営業パパさん企画✨クリエイター図鑑やってみました❤️,note運営・交流,解説・紹介,活動報告,,manual_override_v1,1.0,営業 / 図鑑 / やってみました,manual:Phase4監査: 企画告知、受賞・節目の報告、note上の交流や感謝。 / theme:仕事・暮らし←title「営業」 / format:解説・紹介←title「図鑑」 / purpose:活動報告←title「やってみました」,"title,manual_override",true,false,,2026-09-11
nbfb3bcbad527,📕境界の図書館｜心のトランジットラウンジ＃０２🌙受け取る勇気を教えてくれた、月の夜🌕,創作・表現,物語,通常記事,境界の図書館,multi_signal_rule_v2,0.82,境界の図書館,theme:創作・表現←title「境界の図書館」 / format:物語←title「境界の図書館」 / series:境界の図書館←title「境界の図書館」,title,false,false,,2026-09-11
nc0b1fb2e48b7,✨両手にバトンが届きました🫢だから、ひとつの「ありがとう」にします❣️,暮らし・人生,エッセイ,お題・参加企画,,multi_signal_rule_v2,0.82,ありがとう / バトン,theme:暮らし・人生←title「ありがとう」 / purpose:お題・参加企画←title「バトン」,title,false,false,,2026-09-11
nc386e0fbefbe,出張が「ちょっとした旅」に変わった日～,旅行・おでかけ,エッセイ,通常記事,,multi_signal_rule_v2,0.82,旅,theme:旅行・おでかけ←title「旅」,title,false,false,,2026-09-11
nc40156f6432b,💫思考タイプ診断で自分は何の動物か調べてみた💖,暮らし・人生,解説・紹介,通常記事,,manual_override_v1,1.0,自分 / 診断,manual:Phase4監査: 思考タイプ診断を試し、結果を紹介。 / theme:暮らし・人生←title「自分」 / format:解説・紹介←title「診断」,"title,manual_override",true,false,,2026-09-11
nc4df3b7e201c,🥩 肉星人一家のバブル思い出話✨,暮らし・人生,エッセイ,通常記事,,manual_override_v1,1.0,家,manual:Phase4監査: 家族と肉料理をめぐるバブル期の思い出。 / theme:仕事・暮らし←title「家」,"title,manual_override",true,false,,2026-09-11
nc58b4ccee84f,雨,暮らし・人生,エッセイ,通常記事,,manual_override_v1,1.0,雨,manual:Phase4監査: 雨の月曜を、花への恵みと捉え直した短文。 / theme:花・自然←title「雨」,"title,manual_override",true,false,,2026-09-11
nc5f5689d029b,秋のぷちふく｜まだ食べてないので💦妄想で栗を食べました🌰,要確認,エッセイ,通常記事,,multi_signal_rule_v2,0.35,,,,false,true,主テーマを特定する材料不足,2026-09-11
nc89c8a8737ae,ひな祭り！と「出戻り防止マニュアル」の謎🎎,暮らし・人生,エッセイ,通常記事,,manual_override_v1,1.0,思い出,manual:Phase4監査: ひな祭りと『出戻り防止マニュアル』の思い出。 / theme:暮らし・人生←body「思い出」,"body,manual_override",true,false,,2026-09-11
nc96fce0a6176,荷物には🧳その人の歴史が入っている⁉️,暮らし・人生,エッセイ,通常記事,,manual_override_v1,1.0,気づ,manual:Phase4監査: 荷物に持ち主の歴史が表れるという日常の気づき。 / theme:暮らし・人生←body「気づ」,"body,manual_override",true,false,,2026-09-11
nc9d452772f60,「先週の死因はセンスじゃない❗️設計だ‼️」私の推し開発者さん✨,暮らし・人生,エッセイ,通常記事,,multi_signal_rule_v2,0.82,私,theme:暮らし・人生←title「私」,title,false,false,,2026-09-11
ncaced040519c,✨コンパス M360号発車✨私のnoteから誕生した列車🚃,暮らし・人生,エッセイ,通常記事,,multi_signal_rule_v2,0.82,私,theme:暮らし・人生←title「私」,title,false,false,,2026-09-11
ncb4e0ae4381d,今日も一日お楽しみさまでした〜！,花・自然,エッセイ,通常記事,,manual_override_v1,1.0,花,manual:Phase4監査: 桜色の花束とフラワーアレンジ作品を紹介。 / theme:花・自然←body「花」,"body,manual_override",true,false,,2026-09-11
ncbbf3617dafc,テレワークの救世主は「ラジオ体操」だった！,暮らし・人生,エッセイ,通常記事,,manual_override_v1,1.0,テレワーク,manual:Phase4監査: テレワーク中の運動不足をラジオ体操で補った体験。 / theme:仕事・暮らし←title「テレワーク」,"title,manual_override",true,false,,2026-09-11
nccabcbfd33cc,ミンミンゼミは🌲本当にミンミンだった？,花・自然,エッセイ,通常記事,,manual_override_v1,1.0,自然,manual:Phase4監査: ミンミンゼミの声を実際に聞いた自然観察。 / theme:花・自然←body「自然」,"body,manual_override",true,false,,2026-09-11
nccb526a46dad,ハッピーライティングマラソン＃４３｜今週、心から感謝できることは何ですか？,暮らし・人生,エッセイ,お題・参加企画,ハッピーライティングマラソン,multi_signal_rule_v2,0.82,心 / ハッピーライティングマラソン,theme:暮らし・人生←title「心」 / purpose:お題・参加企画←title「ハッピーライティングマラソン」 / series:ハッピーライティングマラソン←title「ハッピーライティングマラソン」,title,false,false,,2026-09-11
nceee772cd4fe,✨クロード•モネ ー風景への問いかけ,AI,解説・紹介,通常記事,,manual_override_v1,1.0,クロード,manual:Phase4監査: クロード・モネの風景表現を鑑賞・紹介。 / theme:AI←title「クロード」,"title,manual_override",true,false,,2026-09-11
nd031677ca945,🌸ベルガモットは紅茶だけじゃない？☕️梅雨の日に見つけた花の秘密🌸,花・自然,写真,通常記事,,manual_override_v1,1.0,花 / 写真,manual:Phase4監査: 花・植物・空・昆虫などの観察、写真、作品を扱う記事。 / theme:花・自然←title「花」 / format:写真←body「写真」,"title,body,manual_override",true,false,,2026-09-11
nd0c6b5a143e9,仕事から卒業する先輩へ,暮らし・人生,エッセイ,通常記事,,manual_override_v1,1.0,仕事,manual:Phase4監査: 退職する先輩への言葉と仕事の記憶。 / theme:仕事・暮らし←title「仕事」,"title,manual_override",true,false,,2026-09-11
nd184799d6372,毎年言ってる「痩せる宣言」今年もまた言っちゃいそうな予感,暮らし・人生,エッセイ,通常記事,,manual_override_v1,1.0,,manual:Phase4監査: 毎年繰り返すダイエット宣言をユーモラスに振り返る。,manual_override,true,false,,2026-09-11
